TID;OMRÅDE;CIVILSTAND;INDHOLD
2016Q2;Randers;Total;97579
2016Q2;Randers;Never married;46892
2016Q2;Randers;Married/separated;36311
2016Q2;Randers;Widowed;5320
2016Q2;Randers;Divorced;9056
2016Q2;Samsø;Total;3713
2016Q2;Samsø;Never married;1297
2016Q2;Samsø;Married/separated;1625
2016Q2;Samsø;Widowed;358
2016Q2;Samsø;Divorced;433
2016Q2;Silkeborg;Total;90882
2016Q2;Silkeborg;Never married;42081
2016Q2;Silkeborg;Married/separated;36447
2016Q2;Silkeborg;Widowed;4409
2016Q2;Silkeborg;Divorced;7945
2016Q2;Skanderborg;Total;59778
2016Q2;Skanderborg;Never married;27035
2016Q2;Skanderborg;Married/separated;25709
2016Q2;Skanderborg;Widowed;2550
2016Q2;Skanderborg;Divorced;4484
2016Q2;Syddjurs;Total;41846
2016Q2;Syddjurs;Never married;17370
2016Q2;Syddjurs;Married/separated;18098
2016Q2;Syddjurs;Widowed;2471
2016Q2;Syddjurs;Divorced;3907
2016Q2;Aarhus;Total;331332
2016Q2;Aarhus;Never married;193101
2016Q2;Aarhus;Married/separated;100507
2016Q2;Aarhus;Widowed;12140
2016Q2;Aarhus;Divorced;25584
2016Q2;Herning;Total;87840
2016Q2;Herning;Never married;41168
2016Q2;Herning;Married/separated;35498
2016Q2;Herning;Widowed;4454
2016Q2;Herning;Divorced;6720
2016Q2;Holstebro;Total;57842
2016Q2;Holstebro;Never married;26947
2016Q2;Holstebro;Married/separated;23308
2016Q2;Holstebro;Widowed;3138
2016Q2;Holstebro;Divorced;4449
2016Q2;Ikast-Brande;Total;40864
2016Q2;Ikast-Brande;Never married;18293
2016Q2;Ikast-Brande;Married/separated;17183
2016Q2;Ikast-Brande;Widowed;2130
2016Q2;Ikast-Brande;Divorced;3258
2016Q2;Lemvig;Total;20352
2016Q2;Lemvig;Never married;8283
2016Q2;Lemvig;Married/separated;9184
2016Q2;Lemvig;Widowed;1397
2016Q2;Lemvig;Divorced;1488
2016Q2;Ringkøbing-Skjern;Total;57077
2016Q2;Ringkøbing-Skjern;Never married;24648
2016Q2;Ringkøbing-Skjern;Married/separated;24846
2016Q2;Ringkøbing-Skjern;Widowed;3385
2016Q2;Ringkøbing-Skjern;Divorced;4198
2016Q2;Skive;Total;46661
2016Q2;Skive;Never married;20790
2016Q2;Skive;Married/separated;19093
2016Q2;Skive;Widowed;2939
2016Q2;Skive;Divorced;3839
2016Q2;Struer;Total;21474
2016Q2;Struer;Never married;8888
2016Q2;Struer;Married/separated;9369
2016Q2;Struer;Widowed;1357
2016Q2;Struer;Divorced;1860
2016Q2;Viborg;Total;96101
2016Q2;Viborg;Never married;45025
2016Q2;Viborg;Married/separated;38058
2016Q2;Viborg;Widowed;5017
2016Q2;Viborg;Divorced;8001
2016Q2;Region Nordjylland;Total;585769
2016Q2;Region Nordjylland;Never married;275400
2016Q2;Region Nordjylland;Married/separated;227341
2016Q2;Region Nordjylland;Widowed;34264
2016Q2;Region Nordjylland;Divorced;48764
2016Q2;Brønderslev;Total;36022
2016Q2;Brønderslev;Never married;15981
2016Q2;Brønderslev;Married/separated;14931
2016Q2;Brønderslev;Widowed;2266
2016Q2;Brønderslev;Divorced;2844
2016Q2;Frederikshavn;Total;60340
2016Q2;Frederikshavn;Never married;25140
2016Q2;Frederikshavn;Married/separated;25253
2016Q2;Frederikshavn;Widowed;4303
2016Q2;Frederikshavn;Divorced;5644
2016Q2;Hjørring;Total;65308
2016Q2;Hjørring;Never married;29071
2016Q2;Hjørring;Married/separated;26315
2016Q2;Hjørring;Widowed;4092
2016Q2;Hjørring;Divorced;5830
2016Q2;Jammerbugt;Total;38543
2016Q2;Jammerbugt;Never married;16395
2016Q2;Jammerbugt;Married/separated;16727
2016Q2;Jammerbugt;Widowed;2391
2016Q2;Jammerbugt;Divorced;3030
2016Q2;Læsø;Total;1820
2016Q2;Læsø;Never married;631
2016Q2;Læsø;Married/separated;802
2016Q2;Læsø;Widowed;190
2016Q2;Læsø;Divorced;197
2016Q2;Mariagerfjord;Total;42115
2016Q2;Mariagerfjord;Never married;18507
2016Q2;Mariagerfjord;Married/separated;17465
2016Q2;Mariagerfjord;Widowed;2517
2016Q2;Mariagerfjord;Divorced;3626
2016Q2;Morsø;Total;20719
2016Q2;Morsø;Never married;8956
2016Q2;Morsø;Married/separated;8566
2016Q2;Morsø;Widowed;1493
2016Q2;Morsø;Divorced;1704
2016Q2;Rebild;Total;29162
2016Q2;Rebild;Never married;12922
2016Q2;Rebild;Married/separated;12476
2016Q2;Rebild;Widowed;1583
2016Q2;Rebild;Divorced;2181
2016Q2;Thisted;Total;43993
2016Q2;Thisted;Never married;18983
2016Q2;Thisted;Married/separated;18631
2016Q2;Thisted;Widowed;2902
2016Q2;Thisted;Divorced;3477
2016Q2;Vesthimmerlands;Total;37297
2016Q2;Vesthimmerlands;Never married;16683
2016Q2;Vesthimmerlands;Married/separated;15006
2016Q2;Vesthimmerlands;Widowed;2411
2016Q2;Vesthimmerlands;Divorced;3197
2016Q2;Aalborg;Total;210450
2016Q2;Aalborg;Never married;112131
2016Q2;Aalborg;Married/separated;71169
2016Q2;Aalborg;Widowed;10116
2016Q2;Aalborg;Divorced;17034
2016Q3;All Denmark;Total;5724456
2016Q3;All Denmark;Never married;2769775
2016Q3;All Denmark;Married/separated;2135953
2016Q3;All Denmark;Widowed;293548
2016Q3;All Denmark;Divorced;525180
2016Q3;Region Hovedstaden;Total;1795211
2016Q3;Region Hovedstaden;Never married;936493
2016Q3;Region Hovedstaden;Married/separated;607577
2016Q3;Region Hovedstaden;Widowed;78691
2016Q3;Region Hovedstaden;Divorced;172450
2016Q3;Copenhagen;Total;594535
2016Q3;Copenhagen;Never married;383598
2016Q3;Copenhagen;Married/separated;141427
2016Q3;Copenhagen;Widowed;15787
2016Q3;Copenhagen;Divorced;53723
2016Q3;Frederiksberg;Total;104180
2016Q3;Frederiksberg;Never married;60772
2016Q3;Frederiksberg;Married/separated;28722
2016Q3;Frederiksberg;Widowed;4532
2016Q3;Frederiksberg;Divorced;10154
2016Q3;Dragør;Total;14206
2016Q3;Dragør;Never married;5569
2016Q3;Dragør;Married/separated;6597
2016Q3;Dragør;Widowed;875
2016Q3;Dragør;Divorced;1165
2016Q3;Tårnby;Total;42904
2016Q3;Tårnby;Never married;19658
2016Q3;Tårnby;Married/separated;16780
2016Q3;Tårnby;Widowed;2371
2016Q3;Tårnby;Divorced;4095
2016Q3;Albertslund;Total;27792
2016Q3;Albertslund;Never married;13758
2016Q3;Albertslund;Married/separated;10190
2016Q3;Albertslund;Widowed;1115
2016Q3;Albertslund;Divorced;2729
2016Q3;Ballerup;Total;48215
2016Q3;Ballerup;Never married;21918
2016Q3;Ballerup;Married/separated;18559
2016Q3;Ballerup;Widowed;2711
2016Q3;Ballerup;Divorced;5027
2016Q3;Brøndby;Total;35410
2016Q3;Brøndby;Never married;16154
2016Q3;Brøndby;Married/separated;13570
2016Q3;Brøndby;Widowed;2005
2016Q3;Brøndby;Divorced;3681
2016Q3;Gentofte;Total;75518
2016Q3;Gentofte;Never married;35760
2016Q3;Gentofte;Married/separated;28843
2016Q3;Gentofte;Widowed;3631
2016Q3;Gentofte;Divorced;7284
2016Q3;Gladsaxe;Total;68267
2016Q3;Gladsaxe;Never married;33922
2016Q3;Gladsaxe;Married/separated;24394
2016Q3;Gladsaxe;Widowed;3276
2016Q3;Gladsaxe;Divorced;6675
2016Q3;Glostrup;Total;22475
2016Q3;Glostrup;Never married;10836
2016Q3;Glostrup;Married/separated;8040
2016Q3;Glostrup;Widowed;1249
2016Q3;Glostrup;Divorced;2350
2016Q3;Herlev;Total;28423
2016Q3;Herlev;Never married;13250
2016Q3;Herlev;Married/separated;10623
2016Q3;Herlev;Widowed;1623
2016Q3;Herlev;Divorced;2927
2016Q3;Hvidovre;Total;52918
2016Q3;Hvidovre;Never married;25700
2016Q3;Hvidovre;Married/separated;19374
2016Q3;Hvidovre;Widowed;2623
2016Q3;Hvidovre;Divorced;5221
2016Q3;Høje-Taastrup;Total;50139
2016Q3;Høje-Taastrup;Never married;23245
2016Q3;Høje-Taastrup;Married/separated;19908
2016Q3;Høje-Taastrup;Widowed;2259
2016Q3;Høje-Taastrup;Divorced;4727
2016Q3;Ishøj;Total;22536
2016Q3;Ishøj;Never married;10589
2016Q3;Ishøj;Married/separated;8830
2016Q3;Ishøj;Widowed;944
2016Q3;Ishøj;Divorced;2173
2016Q3;Lyngby-Taarbæk;Total;55111
2016Q3;Lyngby-Taarbæk;Never married;26900
2016Q3;Lyngby-Taarbæk;Married/separated;20008
2016Q3;Lyngby-Taarbæk;Widowed;3078
2016Q3;Lyngby-Taarbæk;Divorced;5125
2016Q3;Rødovre;Total;38186
2016Q3;Rødovre;Never married;18321
2016Q3;Rødovre;Married/separated;13667
2016Q3;Rødovre;Widowed;2149
2016Q3;Rødovre;Divorced;4049
2016Q3;Vallensbæk;Total;15556
2016Q3;Vallensbæk;Never married;6786
2016Q3;Vallensbæk;Married/separated;6862
2016Q3;Vallensbæk;Widowed;678
2016Q3;Vallensbæk;Divorced;1230
2016Q3;Allerød;Total;24828
2016Q3;Allerød;Never married;10207
2016Q3;Allerød;Married/separated;11485
2016Q3;Allerød;Widowed;1177
2016Q3;Allerød;Divorced;1959
2016Q3;Egedal;Total;42907
2016Q3;Egedal;Never married;18055
2016Q3;Egedal;Married/separated;19729
2016Q3;Egedal;Widowed;1779
2016Q3;Egedal;Divorced;3344
2016Q3;Fredensborg;Total;40223
2016Q3;Fredensborg;Never married;16836
2016Q3;Fredensborg;Married/separated;17182
2016Q3;Fredensborg;Widowed;1950
2016Q3;Fredensborg;Divorced;4255
2016Q3;Frederikssund;Total;44909
2016Q3;Frederikssund;Never married;18606
2016Q3;Frederikssund;Married/separated;19003
2016Q3;Frederikssund;Widowed;2660
2016Q3;Frederikssund;Divorced;4640
2016Q3;Furesø;Total;40486
2016Q3;Furesø;Never married;17385
2016Q3;Furesø;Married/separated;17566
2016Q3;Furesø;Widowed;2024
2016Q3;Furesø;Divorced;3511
2016Q3;Gribskov;Total;41239
2016Q3;Gribskov;Never married;16200
2016Q3;Gribskov;Married/separated;18085
2016Q3;Gribskov;Widowed;2411
2016Q3;Gribskov;Divorced;4543
2016Q3;Halsnæs;Total;31180
2016Q3;Halsnæs;Never married;12640
2016Q3;Halsnæs;Married/separated;12987
2016Q3;Halsnæs;Widowed;1933
2016Q3;Halsnæs;Divorced;3620
2016Q3;Helsingør;Total;62442
2016Q3;Helsingør;Never married;27356
2016Q3;Helsingør;Married/separated;24127
2016Q3;Helsingør;Widowed;3507
2016Q3;Helsingør;Divorced;7452
2016Q3;Hillerød;Total;49903
2016Q3;Hillerød;Never married;22632
2016Q3;Hillerød;Married/separated;20354
2016Q3;Hillerød;Widowed;2422
2016Q3;Hillerød;Divorced;4495
2016Q3;Hørsholm;Total;24979
2016Q3;Hørsholm;Never married;9800
2016Q3;Hørsholm;Married/separated;10805
2016Q3;Hørsholm;Widowed;1674
2016Q3;Hørsholm;Divorced;2700
2016Q3;Rudersdal;Total;55915
2016Q3;Rudersdal;Never married;24149
2016Q3;Rudersdal;Married/separated;23509
2016Q3;Rudersdal;Widowed;3266
2016Q3;Rudersdal;Divorced;4991
2016Q3;Bornholm;Total;39740
2016Q3;Bornholm;Never married;15858
2016Q3;Bornholm;Married/separated;16306
2016Q3;Bornholm;Widowed;2978
2016Q3;Bornholm;Divorced;4598
2016Q3;Christiansø;Total;89
2016Q3;Christiansø;Never married;33
2016Q3;Christiansø;Married/separated;45
2016Q3;Christiansø;Widowed;4
2016Q3;Christiansø;Divorced;7
2016Q3;Region Sjælland;Total;830618
2016Q3;Region Sjælland;Never married;363876
2016Q3;Region Sjælland;Married/separated;331254
2016Q3;Region Sjælland;Widowed;49100
2016Q3;Region Sjælland;Divorced;86388
2016Q3;Greve;Total;49717
2016Q3;Greve;Never married;20540
2016Q3;Greve;Married/separated;21896
2016Q3;Greve;Widowed;2540
2016Q3;Greve;Divorced;4741
2016Q3;Køge;Total;59974
2016Q3;Køge;Never married;26751
2016Q3;Køge;Married/separated;24061
2016Q3;Køge;Widowed;3021
2016Q3;Køge;Divorced;6141
2016Q3;Lejre;Total;27431
2016Q3;Lejre;Never married;11232
2016Q3;Lejre;Married/separated;12457
2016Q3;Lejre;Widowed;1421
2016Q3;Lejre;Divorced;2321
2016Q3;Roskilde;Total;86657
2016Q3;Roskilde;Never married;40835
2016Q3;Roskilde;Married/separated;33451
2016Q3;Roskilde;Widowed;4249
2016Q3;Roskilde;Divorced;8122
2016Q3;Solrød;Total;21958
2016Q3;Solrød;Never married;9226
2016Q3;Solrød;Married/separated;9752
2016Q3;Solrød;Widowed;987
2016Q3;Solrød;Divorced;1993
2016Q3;Faxe;Total;35734
2016Q3;Faxe;Never married;15144
2016Q3;Faxe;Married/separated;14820
2016Q3;Faxe;Widowed;2077
2016Q3;Faxe;Divorced;3693
2016Q3;Guldborgsund;Total;61187
2016Q3;Guldborgsund;Never married;25691
2016Q3;Guldborgsund;Married/separated;24070
2016Q3;Guldborgsund;Widowed;4444
2016Q3;Guldborgsund;Divorced;6982
2016Q3;Holbæk;Total;70465
2016Q3;Holbæk;Never married;31577
2016Q3;Holbæk;Married/separated;27945
2016Q3;Holbæk;Widowed;3835
2016Q3;Holbæk;Divorced;7108
2016Q3;Kalundborg;Total;48846
2016Q3;Kalundborg;Never married;21307
2016Q3;Kalundborg;Married/separated;19024
2016Q3;Kalundborg;Widowed;3139
2016Q3;Kalundborg;Divorced;5376
2016Q3;Lolland;Total;42528
2016Q3;Lolland;Never married;17604
2016Q3;Lolland;Married/separated;16443
2016Q3;Lolland;Widowed;3530
2016Q3;Lolland;Divorced;4951
2016Q3;Næstved;Total;82474
2016Q3;Næstved;Never married;37568
2016Q3;Næstved;Married/separated;31368
2016Q3;Næstved;Widowed;4666
2016Q3;Næstved;Divorced;8872
2016Q3;Odsherred;Total;32940
2016Q3;Odsherred;Never married;12872
2016Q3;Odsherred;Married/separated;13806
2016Q3;Odsherred;Widowed;2418
2016Q3;Odsherred;Divorced;3844
2016Q3;Ringsted;Total;34170
2016Q3;Ringsted;Never married;15540
2016Q3;Ringsted;Married/separated;13580
2016Q3;Ringsted;Widowed;1702
2016Q3;Ringsted;Divorced;3348
2016Q3;Slagelse;Total;78534
2016Q3;Slagelse;Never married;36685
2016Q3;Slagelse;Married/separated;29004
2016Q3;Slagelse;Widowed;4598
2016Q3;Slagelse;Divorced;8247
2016Q3;Sorø;Total;29631
2016Q3;Sorø;Never married;13065
2016Q3;Sorø;Married/separated;11820
2016Q3;Sorø;Widowed;1725
2016Q3;Sorø;Divorced;3021
2016Q3;Stevns;Total;22379
2016Q3;Stevns;Never married;8903
2016Q3;Stevns;Married/separated;9725
2016Q3;Stevns;Widowed;1470
2016Q3;Stevns;Divorced;2281
2016Q3;Vordingborg;Total;45993
2016Q3;Vordingborg;Never married;19336
2016Q3;Vordingborg;Married/separated;18032
2016Q3;Vordingborg;Widowed;3278
2016Q3;Vordingborg;Divorced;5347
2016Q3;Region Syddanmark;Total;1214785
2016Q3;Region Syddanmark;Never married;560454
2016Q3;Region Syddanmark;Married/separated;476247
2016Q3;Region Syddanmark;Widowed;67832
2016Q3;Region Syddanmark;Divorced;110252
2016Q3;Assens;Total;41413
2016Q3;Assens;Never married;17832
2016Q3;Assens;Married/separated;17277
2016Q3;Assens;Widowed;2464
2016Q3;Assens;Divorced;3840
2016Q3;Faaborg-Midtfyn;Total;51329
2016Q3;Faaborg-Midtfyn;Never married;21823
2016Q3;Faaborg-Midtfyn;Married/separated;21487
2016Q3;Faaborg-Midtfyn;Widowed;3267
2016Q3;Faaborg-Midtfyn;Divorced;4752
2016Q3;Kerteminde;Total;23834
2016Q3;Kerteminde;Never married;9844
2016Q3;Kerteminde;Married/separated;10230
2016Q3;Kerteminde;Widowed;1559
2016Q3;Kerteminde;Divorced;2201
2016Q3;Langeland;Total;12592
2016Q3;Langeland;Never married;4561
2016Q3;Langeland;Married/separated;5521
2016Q3;Langeland;Widowed;1095
2016Q3;Langeland;Divorced;1415
2016Q3;Middelfart;Total;38041
2016Q3;Middelfart;Never married;16178
2016Q3;Middelfart;Married/separated;16046
2016Q3;Middelfart;Widowed;2256
2016Q3;Middelfart;Divorced;3561
2016Q3;Nordfyns;Total;29374
2016Q3;Nordfyns;Never married;12524
2016Q3;Nordfyns;Married/separated;12471
2016Q3;Nordfyns;Widowed;1730
2016Q3;Nordfyns;Divorced;2649
2016Q3;Nyborg;Total;32036
2016Q3;Nyborg;Never married;13809
2016Q3;Nyborg;Married/separated;13064
2016Q3;Nyborg;Widowed;2018
2016Q3;Nyborg;Divorced;3145
2016Q3;Odense;Total;199235
2016Q3;Odense;Never married;106844
2016Q3;Odense;Married/separated;65489
2016Q3;Odense;Widowed;9328
2016Q3;Odense;Divorced;17574
2016Q3;Svendborg;Total;58393
2016Q3;Svendborg;Never married;26131
2016Q3;Svendborg;Married/separated;22778
2016Q3;Svendborg;Widowed;3549
2016Q3;Svendborg;Divorced;5935
2016Q3;Ærø;Total;6231
2016Q3;Ærø;Never married;2285
2016Q3;Ærø;Married/separated;2711
2016Q3;Ærø;Widowed;586
2016Q3;Ærø;Divorced;649
2016Q3;Billund;Total;26562
2016Q3;Billund;Never married;11865
2016Q3;Billund;Married/separated;11073
2016Q3;Billund;Widowed;1464
2016Q3;Billund;Divorced;2160
2016Q3;Esbjerg;Total;115987
2016Q3;Esbjerg;Never married;55195
2016Q3;Esbjerg;Married/separated;44225
2016Q3;Esbjerg;Widowed;5997
2016Q3;Esbjerg;Divorced;10570
2016Q3;Fanø;Total;3337
2016Q3;Fanø;Never married;1174
2016Q3;Fanø;Married/separated;1542
2016Q3;Fanø;Widowed;247
2016Q3;Fanø;Divorced;374
2016Q3;Fredericia;Total;50844
2016Q3;Fredericia;Never married;23386
2016Q3;Fredericia;Married/separated;19485
2016Q3;Fredericia;Widowed;2773
2016Q3;Fredericia;Divorced;5200
2016Q3;Haderslev;Total;56082
2016Q3;Haderslev;Never married;24942
2016Q3;Haderslev;Married/separated;22497
2016Q3;Haderslev;Widowed;3361
2016Q3;Haderslev;Divorced;5282
2016Q3;Kolding;Total;91745
2016Q3;Kolding;Never married;44125
2016Q3;Kolding;Married/separated;34935
2016Q3;Kolding;Widowed;4516
2016Q3;Kolding;Divorced;8169
2016Q3;Sønderborg;Total;74804
2016Q3;Sønderborg;Never married;32449
2016Q3;Sønderborg;Married/separated;30935
2016Q3;Sønderborg;Widowed;4621
2016Q3;Sønderborg;Divorced;6799
2016Q3;Tønder;Total;37981
2016Q3;Tønder;Never married;16153
2016Q3;Tønder;Married/separated;15982
2016Q3;Tønder;Widowed;2524
2016Q3;Tønder;Divorced;3322
2016Q3;Varde;Total;50449
2016Q3;Varde;Never married;22214
2016Q3;Varde;Married/separated;21523
2016Q3;Varde;Widowed;2940
2016Q3;Varde;Divorced;3772
2016Q3;Vejen;Total;42945
2016Q3;Vejen;Never married;19372
2016Q3;Vejen;Married/separated;17798
2016Q3;Vejen;Widowed;2418
2016Q3;Vejen;Divorced;3357
2016Q3;Vejle;Total;112494
2016Q3;Vejle;Never married;52571
2016Q3;Vejle;Married/separated;44540
2016Q3;Vejle;Widowed;5567
2016Q3;Vejle;Divorced;9816
2016Q3;Aabenraa;Total;59077
2016Q3;Aabenraa;Never married;25177
2016Q3;Aabenraa;Married/separated;24638
2016Q3;Aabenraa;Widowed;3552
2016Q3;Aabenraa;Divorced;5710
2016Q3;Region Midtjylland;Total;1297738
2016Q3;Region Midtjylland;Never married;633414
2016Q3;Region Midtjylland;Married/separated;493808
2016Q3;Region Midtjylland;Widowed;63695
2016Q3;Region Midtjylland;Divorced;106821
2016Q3;Favrskov;Total;47767
2016Q3;Favrskov;Never married;21397
2016Q3;Favrskov;Married/separated;20687
2016Q3;Favrskov;Widowed;2208
2016Q3;Favrskov;Divorced;3475
2016Q3;Hedensted;Total;46365
2016Q3;Hedensted;Never married;20204
2016Q3;Hedensted;Married/separated;19973
2016Q3;Hedensted;Widowed;2512
2016Q3;Hedensted;Divorced;3676
2016Q3;Horsens;Total;88353
2016Q3;Horsens;Never married;42998
2016Q3;Horsens;Married/separated;33139
2016Q3;Horsens;Widowed;4220
2016Q3;Horsens;Divorced;7996
2016Q3;Norddjurs;Total;38039
2016Q3;Norddjurs;Never married;16924
2016Q3;Norddjurs;Married/separated;14939
2016Q3;Norddjurs;Widowed;2473
2016Q3;Norddjurs;Divorced;3703
2016Q3;Odder;Total;22209
2016Q3;Odder;Never married;9316
2016Q3;Odder;Married/separated;9614
2016Q3;Odder;Widowed;1273
2016Q3;Odder;Divorced;2006
2016Q3;Randers;Total;97840
2016Q3;Randers;Never married;47065
2016Q3;Randers;Married/separated;36307
2016Q3;Randers;Widowed;5296
2016Q3;Randers;Divorced;9172
2016Q3;Samsø;Total;3753
2016Q3;Samsø;Never married;1328
2016Q3;Samsø;Married/separated;1626
2016Q3;Samsø;Widowed;356
2016Q3;Samsø;Divorced;443
2016Q3;Silkeborg;Total;91080
2016Q3;Silkeborg;Never married;42248
2016Q3;Silkeborg;Married/separated;36427
2016Q3;Silkeborg;Widowed;4427
2016Q3;Silkeborg;Divorced;7978
2016Q3;Skanderborg;Total;59983
2016Q3;Skanderborg;Never married;27138
2016Q3;Skanderborg;Married/separated;25749
2016Q3;Skanderborg;Widowed;2538
2016Q3;Skanderborg;Divorced;4558
2016Q3;Syddjurs;Total;41877
2016Q3;Syddjurs;Never married;17346
2016Q3;Syddjurs;Married/separated;18092
2016Q3;Syddjurs;Widowed;2466
2016Q3;Syddjurs;Divorced;3973
2016Q3;Aarhus;Total;331505
2016Q3;Aarhus;Never married;192904
2016Q3;Aarhus;Married/separated;100697
2016Q3;Aarhus;Widowed;12121
2016Q3;Aarhus;Divorced;25783
2016Q3;Herning;Total;88118
2016Q3;Herning;Never married;41369
2016Q3;Herning;Married/separated;35516
2016Q3;Herning;Widowed;4462
2016Q3;Herning;Divorced;6771
2016Q3;Holstebro;Total;57949
2016Q3;Holstebro;Never married;27003
2016Q3;Holstebro;Married/separated;23338
2016Q3;Holstebro;Widowed;3136
2016Q3;Holstebro;Divorced;4472
2016Q3;Ikast-Brande;Total;41080
2016Q3;Ikast-Brande;Never married;18441
2016Q3;Ikast-Brande;Married/separated;17213
2016Q3;Ikast-Brande;Widowed;2132
2016Q3;Ikast-Brande;Divorced;3294
2016Q3;Lemvig;Total;20385
2016Q3;Lemvig;Never married;8314
2016Q3;Lemvig;Married/separated;9191
2016Q3;Lemvig;Widowed;1379
2016Q3;Lemvig;Divorced;1501
2016Q3;Ringkøbing-Skjern;Total;57060
2016Q3;Ringkøbing-Skjern;Never married;24670
2016Q3;Ringkøbing-Skjern;Married/separated;24791
2016Q3;Ringkøbing-Skjern;Widowed;3387
2016Q3;Ringkøbing-Skjern;Divorced;4212
2016Q3;Skive;Total;46715
2016Q3;Skive;Never married;20818
2016Q3;Skive;Married/separated;19082
2016Q3;Skive;Widowed;2937
2016Q3;Skive;Divorced;3878
2016Q3;Struer;Total;21494
2016Q3;Struer;Never married;8916
2016Q3;Struer;Married/separated;9345
2016Q3;Struer;Widowed;1353
2016Q3;Struer;Divorced;1880
2016Q3;Viborg;Total;96166
2016Q3;Viborg;Never married;45015
2016Q3;Viborg;Married/separated;38082
2016Q3;Viborg;Widowed;5019
2016Q3;Viborg;Divorced;8050
2016Q3;Region Nordjylland;Total;586104
2016Q3;Region Nordjylland;Never married;275538
2016Q3;Region Nordjylland;Married/separated;227067
2016Q3;Region Nordjylland;Widowed;34230
2016Q3;Region Nordjylland;Divorced;49269
2016Q3;Brønderslev;Total;36115
2016Q3;Brønderslev;Never married;16054
2016Q3;Brønderslev;Married/separated;14905
2016Q3;Brønderslev;Widowed;2260
2016Q3;Brønderslev;Divorced;2896
2016Q3;Frederikshavn;Total;60478
2016Q3;Frederikshavn;Never married;25250
2016Q3;Frederikshavn;Married/separated;25227
2016Q3;Frederikshavn;Widowed;4308
2016Q3;Frederikshavn;Divorced;5693
2016Q3;Hjørring;Total;65367
2016Q3;Hjørring;Never married;29130
2016Q3;Hjørring;Married/separated;26229
2016Q3;Hjørring;Widowed;4091
2016Q3;Hjørring;Divorced;5917
2016Q3;Jammerbugt;Total;38621
2016Q3;Jammerbugt;Never married;16447
2016Q3;Jammerbugt;Married/separated;16749
2016Q3;Jammerbugt;Widowed;2390
2016Q3;Jammerbugt;Divorced;3035
2016Q3;Læsø;Total;1825
2016Q3;Læsø;Never married;629
2016Q3;Læsø;Married/separated;801
2016Q3;Læsø;Widowed;195
2016Q3;Læsø;Divorced;200
2016Q3;Mariagerfjord;Total;42132
2016Q3;Mariagerfjord;Never married;18517
2016Q3;Mariagerfjord;Married/separated;17454
2016Q3;Mariagerfjord;Widowed;2505
2016Q3;Mariagerfjord;Divorced;3656
2016Q3;Morsø;Total;20707
2016Q3;Morsø;Never married;8944
2016Q3;Morsø;Married/separated;8554
2016Q3;Morsø;Widowed;1491
2016Q3;Morsø;Divorced;1718
2016Q3;Rebild;Total;29290
2016Q3;Rebild;Never married;13011
2016Q3;Rebild;Married/separated;12446
2016Q3;Rebild;Widowed;1598
2016Q3;Rebild;Divorced;2235
2016Q3;Thisted;Total;44011
2016Q3;Thisted;Never married;19027
2016Q3;Thisted;Married/separated;18567
2016Q3;Thisted;Widowed;2893
2016Q3;Thisted;Divorced;3524
2016Q3;Vesthimmerlands;Total;37282
2016Q3;Vesthimmerlands;Never married;16639
2016Q3;Vesthimmerlands;Married/separated;14982
2016Q3;Vesthimmerlands;Widowed;2417
2016Q3;Vesthimmerlands;Divorced;3244
2016Q3;Aalborg;Total;210276
2016Q3;Aalborg;Never married;111890
2016Q3;Aalborg;Married/separated;71153
2016Q3;Aalborg;Widowed;10082
2016Q3;Aalborg;Divorced;17151
2016Q4;All Denmark;Total;5745526
2016Q4;All Denmark;Never married;2780475
2016Q4;All Denmark;Married/separated;2145540
2016Q4;All Denmark;Widowed;293171
2016Q4;All Denmark;Divorced;526340
2016Q4;Region Hovedstaden;Total;1806249
2016Q4;Region Hovedstaden;Never married;943665
2016Q4;Region Hovedstaden;Married/separated;611311
2016Q4;Region Hovedstaden;Widowed;78517
2016Q4;Region Hovedstaden;Divorced;172756
2016Q4;Copenhagen;Total;601448
2016Q4;Copenhagen;Never married;388897
2016Q4;Copenhagen;Married/separated;143024
2016Q4;Copenhagen;Widowed;15720
2016Q4;Copenhagen;Divorced;53807
2016Q4;Frederiksberg;Total;105192
2016Q4;Frederiksberg;Never married;61483
2016Q4;Frederiksberg;Married/separated;28976
2016Q4;Frederiksberg;Widowed;4528
2016Q4;Frederiksberg;Divorced;10205
2016Q4;Dragør;Total;14225
2016Q4;Dragør;Never married;5592
2016Q4;Dragør;Married/separated;6599
2016Q4;Dragør;Widowed;872
2016Q4;Dragør;Divorced;1162
2016Q4;Tårnby;Total;43043
2016Q4;Tårnby;Never married;19723
2016Q4;Tårnby;Married/separated;16859
2016Q4;Tårnby;Widowed;2351
2016Q4;Tårnby;Divorced;4110
2016Q4;Albertslund;Total;27870
2016Q4;Albertslund;Never married;13840
2016Q4;Albertslund;Married/separated;10169
2016Q4;Albertslund;Widowed;1119
2016Q4;Albertslund;Divorced;2742
2016Q4;Ballerup;Total;48300
2016Q4;Ballerup;Never married;21944
2016Q4;Ballerup;Married/separated;18634
2016Q4;Ballerup;Widowed;2715
2016Q4;Ballerup;Divorced;5007
2016Q4;Brøndby;Total;35516
2016Q4;Brøndby;Never married;16228
2016Q4;Brøndby;Married/separated;13589
2016Q4;Brøndby;Widowed;2012
2016Q4;Brøndby;Divorced;3687
